scenario,run,day,worker_id,worker_type,issue_id,category,severity,action,accepted,duplicate,dispatch_correct,resolved,resolution_hours,submission_minutes
S2,5,56,W001,rider,R05-D55-I01,community_access,low,new_workorder,1,0,1,1,31.738,3.483
S2,5,56,W013,rider,R05-D55-I12,traffic,low,invalid,0,0,,,,3.172
S2,5,56,W042,rider,R05-D55-I07,traffic,low,new_workorder,1,0,1,1,15.247,1.981
S2,5,56,W051,driver,R05-D55-I12,traffic,low,invalid,0,0,,,,3.135
S2,5,56,W054,rider,R05-D55-I01,community_access,low,merged_duplicate,1,1,,,,1.818
S2,5,56,W083,rider,R05-D55-I09,traffic,low,new_workorder,1,0,1,1,20.769,2.89
S2,5,56,W104,rider,R05-D55-I10,community_service,low,new_workorder,1,0,1,1,16.272,3.203
S2,5,56,W115,rider,R05-D55-I09,traffic,low,invalid,0,1,,,,2.582
S2,5,56,W135,rider,R05-D55-I04,traffic,low,new_workorder,1,0,1,1,25.309,3.079
S2,5,56,W157,driver,R05-D55-I04,traffic,low,merged_duplicate,1,1,,,,2.821
S2,5,56,W171,rider,R05-D55-I15,community_access,low,new_workorder,1,0,1,1,15.811,2.102
S2,5,56,W191,rider,R05-D55-I05,community_access,medium,new_workorder,1,0,0,1,24.694,3.037
S2,5,56,W195,rider,R05-D55-I11,road_or_facility,medium,new_workorder,1,0,0,0,,3.01
S2,5,56,W221,rider,R05-D55-I05,community_access,medium,merged_duplicate,1,1,,,,3.436
S2,5,56,W222,rider,R05-D55-I00,community_access,medium,invalid,0,0,,,,2.931
S2,5,56,W232,driver,R05-D55-I12,traffic,low,new_workorder,1,0,1,1,41.348,3.392
S2,5,56,W235,rider,R05-D55-I18,community_access,low,new_workorder,1,0,1,1,54.608,3.314
S3,5,1,W008,rider,R05-D00-I11,community_access,low,new_workorder,1,0,1,1,18.082,3.191
S3,5,1,W029,rider,R05-D00-I04,community_access,low,new_workorder,1,0,1,1,40.873,2.72
S3,5,1,W032,rider,R05-D00-I05,public_safety,low,new_workorder,1,0,1,0,,3.671
S3,5,1,W036,driver,R05-D00-I05,public_safety,low,merged_duplicate,1,1,,,,2.481
S3,5,1,W039,rider,R05-D00-I14,community_access,high,invalid,0,0,,,,3.985
S3,5,1,W048,driver,R05-D00-I13,public_safety,high,invalid,0,0,,,,2.593
S3,5,1,W074,rider,R05-D00-I08,community_access,low,invalid,0,0,,,,3.642
S3,5,1,W081,rider,R05-D00-I15,community_access,critical,emergency_referral,0,0,,,,2.776
S3,5,1,W146,driver,R05-D00-I11,community_access,low,merged_duplicate,1,1,,,,1.592
S3,5,1,W147,rider,R05-D00-I01,community_access,medium,new_workorder,1,0,1,1,24.183,3.441
S3,5,1,W155,rider,R05-D00-I10,community_access,low,invalid,0,0,,,,2.57
S3,5,1,W170,driver,R05-D00-I03,community_service,low,invalid,0,0,,,,3.603
S3,5,1,W172,rider,R05-D00-I02,community_service,low,new_workorder,1,0,1,1,24.313,2.682
S3,5,1,W173,driver,R05-D00-I03,community_service,low,invalid,0,0,,,,2.551
S3,5,1,W178,rider,R05-D00-I04,community_access,low,merged_duplicate,1,1,,,,2.911
S3,5,1,W212,rider,R05-D00-I06,traffic,low,new_workorder,1,0,1,1,31.661,3.352
S3,5,1,W213,rider,R05-D00-I02,community_service,low,unmerged_duplicate,1,1,1,1,34.686,3.468
S3,5,1,W228,rider,R05-D00-I02,community_service,low,merged_duplicate,1,1,,,,2.513
S3,5,1,W229,driver,R05-D00-I18,community_access,medium,new_workorder,1,0,1,1,27.631,3.519
S3,5,1,W234,driver,R05-D00-I01,community_access,medium,merged_duplicate,1,1,,,,2.501
S3,5,1,W238,rider,R05-D00-I07,community_service,low,invalid,0,0,,,,3.81
S3,5,2,W016,driver,R05-D01-I14,road_or_facility,medium,new_workorder,1,0,0,0,,3.211
S3,5,2,W057,rider,R05-D01-I12,public_safety,low,new_workorder,1,0,1,1,28.946,2.691
S3,5,2,W068,rider,R05-D01-I08,community_access,low,new_workorder,1,0,1,1,20.522,2.262
S3,5,2,W092,rider,R05-D01-I16,road_or_facility,medium,invalid,0,0,,,,4.226
S3,5,2,W097,driver,R05-D01-I15,community_access,high,new_workorder,1,0,1,1,31.59,2.716
S3,5,2,W108,rider,R05-D01-I19,road_or_facility,low,invalid,0,0,,,,3.58
S3,5,2,W134,rider,R05-D01-I15,community_access,high,merged_duplicate,1,1,,,,3.15
S3,5,2,W140,rider,R05-D01-I01,road_or_facility,low,invalid,0,0,,,,3.078
S3,5,2,W148,rider,R05-D01-I09,road_or_facility,medium,new_workorder,1,0,1,0,,2.178
S3,5,2,W167,rider,R05-D01-I17,community_access,high,new_workorder,1,0,1,1,26.868,2.719
S3,5,2,W179,rider,R05-D01-I08,community_access,low,merged_duplicate,1,1,,,,2.377
S3,5,2,W184,driver,R05-D01-I12,public_safety,low,merged_duplicate,1,1,,,,2.21
S3,5,2,W187,rider,R05-D01-I00,road_or_facility,low,invalid,0,0,,,,3.394
S3,5,2,W211,rider,R05-D01-I19,road_or_facility,low,new_workorder,1,0,0,0,,3.0
S3,5,2,W213,rider,R05-D01-I06,community_access,low,invalid,0,0,,,,3.551
S3,5,2,W234,driver,R05-D01-I16,road_or_facility,medium,new_workorder,1,0,0,1,40.361,3.351
S3,5,2,W237,driver,R05-D01-I05,road_or_facility,low,new_workorder,1,0,1,1,27.517,2.782
S3,5,3,W012,rider,R05-D02-I05,road_or_facility,high,new_workorder,1,0,1,1,14.918,3.208
S3,5,3,W016,driver,R05-D02-I12,public_safety,medium,new_workorder,1,0,0,1,26.607,2.988
S3,5,3,W022,driver,R05-D02-I11,road_or_facility,medium,new_workorder,1,0,0,1,39.029,2.524
S3,5,3,W026,driver,R05-D02-I07,public_safety,critical,emergency_referral,0,0,,,,3.414
S3,5,3,W031,rider,R05-D02-I02,road_or_facility,medium,new_workorder,1,0,1,0,,3.204
S3,5,3,W061,rider,R05-D02-I04,public_safety,low,new_workorder,1,0,1,0,,3.347
S3,5,3,W066,driver,R05-D02-I05,road_or_facility,high,invalid,0,1,,,,3.317
S3,5,3,W072,rider,R05-D02-I09,community_access,medium,invalid,0,0,,,,3.71
S3,5,3,W107,rider,R05-D02-I17,community_access,low,new_workorder,1,0,1,1,28.765,3.913
S3,5,3,W113,rider,R05-D02-I06,road_or_facility,medium,new_workorder,1,0,1,1,27.212,3.312
S3,5,3,W135,rider,R05-D02-I05,road_or_facility,high,merged_duplicate,1,1,,,,4.417
S3,5,3,W163,rider,R05-D02-I05,road_or_facility,high,merged_duplicate,1,1,,,,2.288
S3,5,3,W167,rider,R05-D02-I06,road_or_facility,medium,invalid,0,1,,,,3.551
S3,5,3,W174,rider,R05-D02-I01,road_or_facility,low,new_workorder,1,0,0,1,22.327,3.222
S3,5,3,W175,rider,R05-D02-I12,public_safety,medium,invalid,0,1,,,,3.141
S3,5,3,W214,driver,R05-D02-I19,traffic,low,new_workorder,1,0,0,1,43.671,3.162
S3,5,3,W218,driver,R05-D02-I01,road_or_facility,low,merged_duplicate,1,1,,,,3.423
S3,5,3,W222,rider,R05-D02-I06,road_or_facility,medium,merged_duplicate,1,1,,,,3.021
S3,5,3,W224,rider,R05-D02-I16,road_or_facility,critical,emergency_referral,0,0,,,,1.779
S3,5,4,W003,rider,R05-D03-I07,road_or_facility,low,new_workorder,1,0,1,1,20.78,2.928
S3,5,4,W010,rider,R05-D03-I10,traffic,low,new_workorder,1,0,0,1,30.787,3.151
S3,5,4,W017,driver,R05-D03-I13,community_service,medium,new_workorder,1,0,1,1,22.729,2.686
S3,5,4,W028,driver,R05-D03-I14,road_or_facility,low,new_workorder,1,0,1,1,26.174,2.538
S3,5,4,W031,rider,R05-D03-I14,road_or_facility,low,merged_duplicate,1,1,,,,2.376
S3,5,4,W048,driver,R05-D03-I07,road_or_facility,low,unmerged_duplicate,1,1,1,1,27.99,2.453
S3,5,4,W062,driver,R05-D03-I08,community_service,medium,new_workorder,1,0,1,1,31.902,2.69
S3,5,4,W073,rider,R05-D03-I16,road_or_facility,low,new_workorder,1,0,1,0,,3.459
S3,5,4,W075,driver,R05-D03-I17,community_access,medium,new_workorder,1,0,1,1,22.053,3.412
S3,5,4,W076,rider,R05-D03-I04,community_access,low,invalid,0,0,,,,2.224
S3,5,4,W113,rider,R05-D03-I16,road_or_facility,low,unmerged_duplicate,1,1,1,0,,1.559
S3,5,4,W121,driver,R05-D03-I17,community_access,medium,unmerged_duplicate,1,1,1,0,,2.897
S3,5,4,W126,rider,R05-D03-I07,road_or_facility,low,unmerged_duplicate,1,1,1,1,40.877,3.124
S3,5,4,W163,rider,R05-D03-I15,public_safety,high,new_workorder,1,0,1,1,20.316,2.248
S3,5,4,W167,rider,R05-D03-I07,road_or_facility,low,invalid,0,1,,,,3.671
S3,5,4,W189,rider,R05-D03-I06,community_access,low,invalid,0,0,,,,2.739
S3,5,4,W199,rider,R05-D03-I19,road_or_facility,low,invalid,0,0,,,,3.418
S3,5,4,W221,rider,R05-D03-I09,public_safety,low,new_workorder,1,0,1,1,35.396,3.644
S3,5,5,W014,rider,R05-D04-I00,traffic,medium,invalid,0,0,,,,2.454
S3,5,5,W039,rider,R05-D04-I17,community_access,low,new_workorder,1,0,0,1,41.938,3.549
S3,5,5,W067,driver,R05-D04-I15,road_or_facility,high,invalid,0,0,,,,3.042
S3,5,5,W071,driver,R05-D04-I08,community_access,low,new_workorder,1,0,1,1,19.931,3.207
S3,5,5,W076,rider,R05-D04-I06,community_access,low,new_workorder,1,0,1,1,30.711,2.824
S3,5,5,W079,rider,R05-D04-I10,road_or_facility,medium,new_workorder,1,0,0,0,,2.553
S3,5,5,W080,rider,R05-D04-I10,road_or_facility,medium,invalid,0,1,,,,2.947
S3,5,5,W085,rider,R05-D04-I07,road_or_facility,low,new_workorder,1,0,0,1,40.107,2.738
S3,5,5,W092,rider,R05-D04-I00,traffic,medium,new_workorder,1,0,1,1,14.309,3.596
S3,5,5,W096,rider,R05-D04-I16,road_or_facility,low,invalid,0,0,,,,3.053
S3,5,5,W119,rider,R05-D04-I02,community_access,low,new_workorder,1,0,1,1,42.252,2.924
S3,5,5,W120,driver,R05-D04-I02,community_access,low,merged_duplicate,1,1,,,,3.095
S3,5,5,W129,rider,R05-D04-I08,community_access,low,merged_duplicate,1,1,,,,2.83
S3,5,5,W137,rider,R05-D04-I14,traffic,medium,new_workorder,1,0,1,1,28.395,2.656
S3,5,5,W139,rider,R05-D04-I15,road_or_facility,high,new_workorder,1,0,1,1,34.271,2.499
S3,5,5,W160,rider,R05-D04-I17,community_access,low,unmerged_duplicate,1,1,1,1,23.378,3.213
S3,5,5,W166,rider,R05-D04-I01,community_access,low,new_workorder,1,0,1,1,25.017,3.447
S3,5,5,W169,rider,R05-D04-I02,community_access,low,merged_duplicate,1,1,,,,2.489
S3,5,5,W172,rider,R05-D04-I17,community_access,low,merged_duplicate,1,1,,,,3.154
S3,5,5,W203,driver,R05-D04-I11,road_or_facility,medium,new_workorder,1,0,1,0,,3.525
S3,5,5,W210,rider,R05-D04-I03,traffic,low,invalid,0,0,,,,3.754
S3,5,6,W030,driver,R05-D05-I02,road_or_facility,low,new_workorder,1,0,1,1,19.218,2.972
S3,5,6,W031,rider,R05-D05-I02,road_or_facility,low,invalid,0,1,,,,2.508
S3,5,6,W047,driver,R05-D05-I05,public_safety,low,new_workorder,1,0,1,1,48.229,3.443
S3,5,6,W060,rider,R05-D05-I16,road_or_facility,medium,new_workorder,1,0,1,1,56.194,3.29
S3,5,6,W062,driver,R05-D05-I06,community_service,low,new_workorder,1,0,0,0,,3.191
S3,5,6,W067,driver,R05-D05-I19,public_safety,low,invalid,0,0,,,,2.988
S3,5,6,W068,rider,R05-D05-I11,community_service,high,new_workorder,1,0,1,1,22.353,3.061
S3,5,6,W122,driver,R05-D05-I06,community_service,low,invalid,0,1,,,,3.108
S3,5,6,W128,rider,R05-D05-I19,public_safety,low,new_workorder,1,0,1,0,,1.897
S3,5,6,W131,driver,R05-D05-I17,community_service,critical,emergency_referral,0,0,,,,2.433
S3,5,6,W174,rider,R05-D05-I17,community_service,critical,emergency_referral,0,0,,,,2.984
S3,5,6,W182,rider,R05-D05-I11,community_service,high,merged_duplicate,1,1,,,,4.035
S3,5,6,W183,driver,R05-D05-I10,road_or_facility,medium,new_workorder,1,0,1,1,34.59,2.921
S3,5,6,W189,rider,R05-D05-I16,road_or_facility,medium,unmerged_duplicate,1,1,0,1,44.971,3.105
S3,5,6,W190,rider,R05-D05-I17,community_service,critical,emergency_referral,0,0,,,,2.869
S3,5,6,W195,rider,R05-D05-I03,community_service,low,new_workorder,1,0,1,1,42.436,3.476
S3,5,6,W200,driver,R05-D05-I03,community_service,low,unmerged_duplicate,1,1,0,1,16.461,3.07
S3,5,6,W201,rider,R05-D05-I10,road_or_facility,medium,merged_duplicate,1,1,,,,2.482
S3,5,6,W219,rider,R05-D05-I04,community_access,low,invalid,0,0,,,,3.113
S3,5,6,W234,driver,R05-D05-I09,road_or_facility,low,new_workorder,1,0,1,1,24.192,2.468
S3,5,7,W024,rider,R05-D06-I14,community_access,high,invalid,0,0,,,,2.899
S3,5,7,W028,driver,R05-D06-I07,traffic,low,new_workorder,1,0,1,1,20.345,3.192
S3,5,7,W036,driver,R05-D06-I00,traffic,low,new_workorder,1,0,1,1,14.579,2.87
S3,5,7,W040,driver,R05-D06-I15,road_or_facility,high,new_workorder,1,0,0,1,37.659,3.373
S3,5,7,W043,rider,R05-D06-I19,traffic,critical,emergency_referral,0,0,,,,3.19
S3,5,7,W051,driver,R05-D06-I05,community_access,medium,new_workorder,1,0,1,1,19.802,3.428
S3,5,7,W059,rider,R05-D06-I15,road_or_facility,high,merged_duplicate,1,1,,,,2.679
S3,5,7,W071,driver,R05-D06-I15,road_or_facility,high,invalid,0,1,,,,3.492
S3,5,7,W093,rider,R05-D06-I18,community_access,medium,new_workorder,1,0,1,1,38.434,2.014
S3,5,7,W123,rider,R05-D06-I05,community_access,medium,unmerged_duplicate,1,1,1,1,29.075,2.396
S3,5,7,W130,rider,R05-D06-I18,community_access,medium,merged_duplicate,1,1,,,,2.738
S3,5,7,W148,rider,R05-D06-I08,community_access,low,new_workorder,1,0,1,1,21.839,2.371
S3,5,7,W153,rider,R05-D06-I13,community_access,low,invalid,0,0,,,,3.223
S3,5,7,W156,rider,R05-D06-I10,community_access,medium,invalid,0,0,,,,2.882
S3,5,7,W169,rider,R05-D06-I16,community_access,low,invalid,0,0,,,,3.117
S3,5,7,W186,rider,R05-D06-I09,public_safety,medium,new_workorder,1,0,1,0,,3.203
S3,5,7,W193,rider,R05-D06-I05,community_access,medium,merged_duplicate,1,1,,,,2.814
S3,5,7,W207,rider,R05-D06-I01,traffic,high,new_workorder,1,0,1,1,19.976,2.918
S3,5,7,W212,rider,R05-D06-I09,public_safety,medium,merged_duplicate,1,1,,,,3.143
S3,5,7,W216,rider,R05-D06-I10,community_access,medium,new_workorder,1,0,0,1,25.298,3.445
S3,5,7,W217,driver,R05-D06-I02,traffic,high,new_workorder,1,0,1,1,25.76,4.067
S3,5,7,W220,rider,R05-D06-I00,traffic,low,merged_duplicate,1,1,,,,3.187
S3,5,7,W225,rider,R05-D06-I01,traffic,high,merged_duplicate,1,1,,,,4.008
S3,5,7,W227,rider,R05-D06-I16,community_access,low,invalid,0,0,,,,3.677
S3,5,7,W239,driver,R05-D06-I03,community_access,high,new_workorder,1,0,1,0,,2.864
S3,5,8,W002,rider,R05-D07-I19,road_or_facility,low,new_workorder,1,0,1,1,33.196,3.12
S3,5,8,W006,rider,R05-D07-I03,public_safety,low,new_workorder,1,0,1,1,22.245,2.821
S3,5,8,W008,rider,R05-D07-I08,community_access,medium,new_workorder,1,0,1,1,16.364,2.796
S3,5,8,W012,rider,R05-D07-I19,road_or_facility,low,unmerged_duplicate,1,1,1,1,17.99,2.896
S3,5,8,W042,rider,R05-D07-I12,community_access,low,new_workorder,1,0,1,1,17.199,2.885
S3,5,8,W047,driver,R05-D07-I16,road_or_facility,high,new_workorder,1,0,1,1,32.411,2.512
S3,5,8,W066,driver,R05-D07-I04,community_service,medium,new_workorder,1,0,1,1,21.288,3.287
S3,5,8,W070,rider,R05-D07-I05,public_safety,medium,new_workorder,1,0,0,0,,3.125
S3,5,8,W098,rider,R05-D07-I18,traffic,medium,new_workorder,1,0,0,1,38.697,2.965
S3,5,8,W101,rider,R05-D07-I17,community_access,low,new_workorder,1,0,1,1,27.64,4.01
S3,5,8,W107,rider,R05-D07-I00,traffic,low,new_workorder,1,0,0,1,32.955,2.81
S3,5,8,W118,rider,R05-D07-I02,road_or_facility,medium,new_workorder,1,0,0,1,34.144,3.039
S3,5,8,W143,rider,R05-D07-I03,public_safety,low,unmerged_duplicate,1,1,0,1,28.796,3.255
S3,5,8,W149,rider,R05-D07-I00,traffic,low,invalid,0,1,,,,3.915
S3,5,8,W153,rider,R05-D07-I06,public_safety,low,new_workorder,1,0,1,1,22.973,2.93
S3,5,8,W169,rider,R05-D07-I14,road_or_facility,low,new_workorder,1,0,1,1,38.4,3.145
S3,5,8,W176,driver,R05-D07-I00,traffic,low,unmerged_duplicate,1,1,1,1,33.084,2.762
S3,5,8,W179,rider,R05-D07-I16,road_or_facility,high,merged_duplicate,1,1,,,,2.939
S3,5,8,W181,rider,R05-D07-I06,public_safety,low,invalid,0,1,,,,2.948
S3,5,8,W199,rider,R05-D07-I14,road_or_facility,low,unmerged_duplicate,1,1,1,1,32.602,3.04
S3,5,8,W213,rider,R05-D07-I05,public_safety,medium,merged_duplicate,1,1,,,,3.15
S3,5,8,W228,rider,R05-D07-I17,community_access,low,merged_duplicate,1,1,,,,3.053
S3,5,9,W002,rider,R05-D08-I15,community_access,medium,new_workorder,1,0,1,1,19.655,2.765
S3,5,9,W005,driver,R05-D08-I14,public_safety,medium,new_workorder,1,0,1,1,22.112,3.848
S3,5,9,W007,driver,R05-D08-I07,road_or_facility,medium,new_workorder,1,0,1,0,,3.391
S3,5,9,W015,rider,R05-D08-I07,road_or_facility,medium,merged_duplicate,1,1,,,,2.378
S3,5,9,W022,driver,R05-D08-I01,traffic,low,new_workorder,1,0,1,1,17.543,2.141
S3,5,9,W026,driver,R05-D08-I08,public_safety,medium,new_workorder,1,0,1,1,23.053,2.406
S3,5,9,W056,rider,R05-D08-I08,public_safety,medium,unmerged_duplicate,1,1,0,0,,2.556
S3,5,9,W118,rider,R05-D08-I05,road_or_facility,medium,new_workorder,1,0,1,1,18.735,3.261
S3,5,9,W122,driver,R05-D08-I16,traffic,low,new_workorder,1,0,1,0,,2.808
S3,5,9,W138,rider,R05-D08-I06,community_access,medium,new_workorder,1,0,1,1,28.786,3.022
S3,5,9,W142,rider,R05-D08-I05,road_or_facility,medium,unmerged_duplicate,1,1,1,1,43.672,3.134
S3,5,9,W155,rider,R05-D08-I15,community_access,medium,merged_duplicate,1,1,,,,2.901
S3,5,9,W158,rider,R05-D08-I11,community_access,low,new_workorder,1,0,1,1,20.761,3.355
S3,5,9,W159,driver,R05-D08-I13,community_access,high,new_workorder,1,0,1,1,27.704,3.838
S3,5,9,W176,driver,R05-D08-I02,community_access,high,new_workorder,1,0,1,1,39.566,3.018
S3,5,9,W196,rider,R05-D08-I01,traffic,low,merged_duplicate,1,1,,,,2.835
S3,5,9,W198,rider,R05-D08-I13,community_access,high,merged_duplicate,1,1,,,,2.725
S3,5,9,W200,driver,R05-D08-I05,road_or_facility,medium,merged_duplicate,1,1,,,,3.309
S3,5,9,W208,driver,R05-D08-I02,community_access,high,merged_duplicate,1,1,,,,2.741
S3,5,9,W213,rider,R05-D08-I04,traffic,medium,invalid,0,0,,,,3.125
S3,5,9,W217,driver,R05-D08-I15,community_access,medium,unmerged_duplicate,1,1,1,1,30.682,3.072
S3,5,9,W220,rider,R05-D08-I19,community_access,low,new_workorder,1,0,1,1,31.524,3.031
S3,5,9,W232,driver,R05-D08-I04,traffic,medium,new_workorder,1,0,1,0,,3.325
S3,5,10,W029,rider,R05-D09-I01,traffic,medium,new_workorder,1,0,1,0,,4.423
S3,5,10,W038,rider,R05-D09-I03,road_or_facility,high,new_workorder,1,0,1,1,26.517,2.841
S3,5,10,W054,rider,R05-D09-I13,traffic,low,new_workorder,1,0,1,0,,2.846
S3,5,10,W059,rider,R05-D09-I00,community_access,low,new_workorder,1,0,1,1,29.222,1.592
S3,5,10,W068,rider,R05-D09-I17,road_or_facility,low,invalid,0,0,,,,2.596
S3,5,10,W081,rider,R05-D09-I10,community_access,medium,new_workorder,1,0,1,1,18.697,3.113
S3,5,10,W085,rider,R05-D09-I05,community_access,low,new_workorder,1,0,1,1,37.902,2.742
S3,5,10,W106,driver,R05-D09-I16,community_access,low,new_workorder,1,0,1,1,20.544,3.489
S3,5,10,W113,rider,R05-D09-I15,community_access,low,new_workorder,1,0,1,1,54.48,3.194
S3,5,10,W124,rider,R05-D09-I10,community_access,medium,merged_duplicate,1,1,,,,3.114
S3,5,10,W129,rider,R05-D09-I14,road_or_facility,low,new_workorder,1,0,0,1,46.864,2.477
S3,5,10,W138,rider,R05-D09-I01,traffic,medium,invalid,0,1,,,,3.534
S3,5,10,W157,driver,R05-D09-I10,community_access,medium,invalid,0,1,,,,2.368
S3,5,10,W163,rider,R05-D09-I01,traffic,medium,merged_duplicate,1,1,,,,3.467
S3,5,10,W166,rider,R05-D09-I00,community_access,low,invalid,0,1,,,,2.727
S3,5,10,W183,driver,R05-D09-I18,community_access,high,new_workorder,1,0,1,1,23.783,2.149
S3,5,10,W191,rider,R05-D09-I15,community_access,low,unmerged_duplicate,1,1,1,1,26.4,2.773
S3,5,10,W214,driver,R05-D09-I03,road_or_facility,high,merged_duplicate,1,1,,,,3.691
S3,5,10,W228,rider,R05-D09-I02,community_service,high,new_workorder,1,0,1,1,27.26,4.206
S3,5,10,W240,rider,R05-D09-I15,community_access,low,merged_duplicate,1,1,,,,2.174
S3,5,11,W015,rider,R05-D10-I16,road_or_facility,medium,new_workorder,1,0,1,1,24.791,3.174
S3,5,11,W017,driver,R05-D10-I08,traffic,medium,invalid,0,0,,,,2.959
S3,5,11,W050,rider,R05-D10-I04,community_access,low,new_workorder,1,0,0,0,,3.285
S3,5,11,W070,rider,R05-D10-I12,road_or_facility,low,invalid,0,0,,,,2.028
S3,5,11,W071,driver,R05-D10-I13,community_access,high,new_workorder,1,0,1,1,10.165,2.585
S3,5,11,W084,rider,R05-D10-I04,community_access,low,merged_duplicate,1,1,,,,2.993
S3,5,11,W107,rider,R05-D10-I07,community_access,high,new_workorder,1,0,1,1,39.084,2.897
S3,5,11,W129,rider,R05-D10-I11,road_or_facility,medium,new_workorder,1,0,1,1,37.808,3.305
S3,5,11,W133,rider,R05-D10-I04,community_access,low,merged_duplicate,1,1,,,,3.641
S3,5,11,W139,rider,R05-D10-I17,public_safety,medium,invalid,0,0,,,,2.894
S3,5,11,W172,rider,R05-D10-I02,community_access,low,new_workorder,1,0,0,0,,2.787
S3,5,11,W190,rider,R05-D10-I14,community_access,low,new_workorder,1,0,1,1,18.044,3.168
S3,5,11,W194,rider,R05-D10-I16,road_or_facility,medium,invalid,0,1,,,,2.118
S3,5,11,W220,rider,R05-D10-I01,community_service,low,new_workorder,1,0,1,1,17.03,2.74
S3,5,11,W236,rider,R05-D10-I07,community_access,high,merged_duplicate,1,1,,,,3.072
S3,5,12,W025,rider,R05-D11-I08,road_or_facility,low,new_workorder,1,0,1,0,,2.977
S3,5,12,W031,rider,R05-D11-I04,public_safety,low,invalid,0,0,,,,3.075
S3,5,12,W035,rider,R05-D11-I15,road_or_facility,medium,new_workorder,1,0,1,1,19.106,2.266
S3,5,12,W044,rider,R05-D11-I08,road_or_facility,low,unmerged_duplicate,1,1,1,1,18.259,3.341
S3,5,12,W057,rider,R05-D11-I05,community_access,medium,new_workorder,1,0,1,1,26.264,2.745
S3,5,12,W073,rider,R05-D11-I07,community_access,low,new_workorder,1,0,0,1,37.081,2.579
S3,5,12,W103,rider,R05-D11-I00,road_or_facility,low,invalid,0,0,,,,2.921
S3,5,12,W108,rider,R05-D11-I13,community_service,low,invalid,0,0,,,,2.778
S3,5,12,W119,rider,R05-D11-I04,public_safety,low,invalid,0,0,,,,3.486
S3,5,12,W140,rider,R05-D11-I01,traffic,critical,emergency_referral,0,0,,,,2.693
S3,5,12,W144,rider,R05-D11-I07,community_access,low,invalid,0,1,,,,3.272
S3,5,12,W149,rider,R05-D11-I03,community_service,medium,new_workorder,1,0,1,1,20.493,3.108
S3,5,12,W158,rider,R05-D11-I05,community_access,medium,merged_duplicate,1,1,,,,2.893
S3,5,12,W169,rider,R05-D11-I08,road_or_facility,low,merged_duplicate,1,1,,,,2.555
S3,5,12,W197,driver,R05-D11-I03,community_service,medium,merged_duplicate,1,1,,,,3.361
S3,5,12,W198,rider,R05-D11-I02,road_or_facility,low,new_workorder,1,0,1,1,33.151,3.998
S3,5,12,W199,rider,R05-D11-I05,community_access,medium,merged_duplicate,1,1,,,,3.198
S3,5,13,W018,rider,R05-D12-I02,road_or_facility,low,new_workorder,1,0,1,1,20.997,3.269
S3,5,13,W022,driver,R05-D12-I14,road_or_facility,critical,emergency_referral,0,0,,,,2.355
S3,5,13,W047,driver,R05-D12-I11,community_service,low,new_workorder,1,0,1,1,46.072,3.517
S3,5,13,W051,driver,R05-D12-I00,community_access,medium,new_workorder,1,0,0,1,24.738,3.06
S3,5,13,W067,driver,R05-D12-I04,community_access,high,new_workorder,1,0,1,1,20.707,3.857
S3,5,13,W071,driver,R05-D12-I10,community_access,low,new_workorder,1,0,1,1,15.886,3.539
S3,5,13,W079,rider,R05-D12-I07,public_safety,low,new_workorder,1,0,1,1,15.045,3.283
S3,5,13,W111,rider,R05-D12-I12,road_or_facility,medium,invalid,0,0,,,,3.263
S3,5,13,W127,rider,R05-D12-I05,traffic,medium,invalid,0,0,,,,2.669
S3,5,13,W158,rider,R05-D12-I18,community_access,high,new_workorder,1,0,1,1,15.751,2.725
S3,5,13,W167,rider,R05-D12-I15,road_or_facility,medium,new_workorder,1,0,1,1,22.129,3.077
S3,5,13,W174,rider,R05-D12-I07,public_safety,low,merged_duplicate,1,1,,,,3.355
S3,5,13,W176,driver,R05-D12-I04,community_access,high,invalid,0,1,,,,3.265
S3,5,13,W179,rider,R05-D12-I15,road_or_facility,medium,merged_duplicate,1,1,,,,2.268
S3,5,13,W191,rider,R05-D12-I01,community_service,low,new_workorder,1,0,1,1,31.266,2.705
S3,5,13,W199,rider,R05-D12-I18,community_access,high,merged_duplicate,1,1,,,,2.722
S3,5,13,W203,driver,R05-D12-I18,community_access,high,invalid,0,1,,,,2.19
S3,5,13,W216,rider,R05-D12-I09,community_service,low,new_workorder,1,0,1,1,30.557,2.879
S3,5,13,W217,driver,R05-D12-I14,road_or_facility,critical,emergency_referral,0,0,,,,3.091
S3,5,13,W223,rider,R05-D12-I13,public_safety,medium,new_workorder,1,0,1,1,16.118,3.915
S3,5,13,W224,rider,R05-D12-I08,road_or_facility,low,new_workorder,1,0,1,1,33.839,2.465
S3,5,13,W230,driver,R05-D12-I00,community_access,medium,merged_duplicate,1,1,,,,3.022
S3,5,13,W238,rider,R05-D12-I05,traffic,medium,new_workorder,1,0,1,1,21.251,3.071
S3,5,14,W011,rider,R05-D13-I03,traffic,low,new_workorder,1,0,1,1,21.742,3.426
S3,5,14,W052,rider,R05-D13-I04,community_service,low,new_workorder,1,0,1,1,22.874,3.399
S3,5,14,W053,rider,R05-D13-I08,road_or_facility,low,new_workorder,1,0,1,0,,3.652
S3,5,14,W074,rider,R05-D13-I06,road_or_facility,high,new_workorder,1,0,1,1,22.204,1.985
S3,5,14,W084,rider,R05-D13-I06,road_or_facility,high,merged_duplicate,1,1,,,,2.802
